sentence	book	ode	form	polarity	sent_score
0360	3	5	atqui sciebat quae sibi barbarus tortor pararet non aliter tamen dimouit obstantis propinquos et populum reditus morantem quam si clientum longa negotia diiudicata lite relinqueret tendens Venafranos in agros aut Lacedaemonium Tarentum	negative	-2.0
0361	3	6	delicta maiorum inmeritus lues Romane donec templa refeceris aedis que labentis deorum et foeda nigro simulacra fumo	negative	-2.0
0362	3	6	dis te minorem quod geris imperas	neutral	0.0
0363	3	6	hinc omne principium huc refer exitum di multa neglecti dederunt Hesperiae mala luctuosae	negative	-2.0
0364	3	6	iam bis Monaeses et Pacori manus inauspicatos contudit impetus nostros et adiecisse praedam torquibus exiguis renidet paene occupatam seditionibus deleuit urbem Dacus et Aethiops hic classe formidatus ille missilibus melior sagittis	positive	1.5
0365	3	6	fecunda culpae saecula nuptias primum inquinauere et genus et domos hoc fonte deriuata clades in patriam populum que fluxit	mixed	0.0
0366	3	6	motus doceri gaudet Ionicos matura uirgo et fingitur artibus iam nunc et incestos amores de tenero meditatur ungui	positive	1.0
0367	3	6	mox iuniores quaerit adulteros inter mariti uina neque eligit cui donet inpermissa raptim gaudia luminibus remotis sed iussa coram non sine conscio surgit marito seu uocat institor seu nauis Hispanae magister dedecorum pretiosus emptor	mixed	0.0
0368	3	6	non his iuuentus orta parentibus infecit aequor sanguine Punico Pyrrhum que et ingentem cecidit Antiochum Hannibalem que dirum sed rusticorum mascula militum proles Sabellis docta ligonibus uersare glaebas et seuerae matris ad arbitrium recisos portare fustis sol ubi montium mutaret umbras et iuga demeret bubus fatigatis amicum tempus agens abeunte curru	negative	-0.5
0369	3	6	damnosa quid non inminuit dies	neutral	0.0
0370	3	6	aetas parentum peior auis tulit nos nequiores mox daturos progeniem uitiosiorem	negative	-1.5
0371	3	7	quid fles Asterie quem tibi candidi primo restituent uere Fauonii Thyna merce beatum constantis iuuenem fide Gygen	positive	3.0
0372	3	7	ille Notis actus ad Oricum post insana Caprae sidera frigidas noctis non sine multis insomnis lacrimis agit	negative	-1.5
0373	3	7	atqui sollicitae nuntius hospitae suspirare Chloen et miseram tuis dicens ignibus uri temptat mille uafer modis	negative	-1.0
0374	3	7	ut Proetum mulier perfida credulum falsis inpulerit criminibus nimis casto Bellerophontae maturare necem refert narrat paene datum (esse) Pelea Tartaro Magnessam Hippolyten dum fugit abstinens et peccare docentis fallax historias mouet frustra nam scopulis surdior Icari uoces audit adhuc integer	negative	-4.5
0375	3	7	at tibi ne uicinus Enipeus plus iusto placeat caue quamuis non alius flectere equum sciens aeque conspicitur gramine Martio nec quisquam citus aeque Tusco denatat alueo	positive	1.0
0376	3	7	prima nocte domum claude neque in uias sub cantu querulae despice tibiae et te saepe uocanti duram difficilis mane	negative	-0.5
0377	3	8	Martiis caelebs quid agam kalendis quid uelint flores et acerra turis plena miraris positus que carbo in caespite uiuo docte sermones utriusque linguae uoueram dulcis epulas et album Libero caprum prope funeratus arboris ictu	positive	0.5
0378	3	8	hic dies anno redeunte festus corticem adstrictum pice dimouebit amphorae fumum bibere institutae consule Tullo	positive	0.5
0379	3	8	sume Maecenas cyathos amici sospitis centum et uigilis lucernas perfer in lucem procul omnis esto clamor et ira	positive	1.0
0380	3	8	mitte ciuilis super urbe curas occidit Daci Cotisonis agmen Medus infestus sibi luctuosis dissidet armis seruit Hispanae uetus hostis orae Cantaber sera domitus catena iam Scythae laxo meditantur arcu cedere campis	negative	-4.0
0381	3	8	neglegens ne qua populus laboret parce priuatus nimium cauere et dona praesentis cape laetus horae linque seuera	mixed	0.0
0382	3	9	donec gratus eram tibi nec quisquam potior bracchia candidae ceruici iuuenis dabat Persarum uigui rege beatior	positive	2.0
0383	3	9	donec non alia magis arsisti neque erat Lydia post Chloen multi Lydia nominis Romana uigui clarior Ilia	positive	0.5
0384	3	9	me nunc Thressa Chloe regit dulcis docta modos et citharae sciens pro qua non metuam mori si parcent animae fata superstiti	positive	2.5
0385	3	9	me torret face mutua Thurini Calais filius Ornyti pro quo bis patiar mori si parcent puero fata superstiti	positive	0.5
0386	3	9	quid si prisca redit Venus diductos que iugo cogit aeneo si flaua excutitur Chloe reiectae que patet ianua Lydiae	positive	1.0
0387	3	9	quamquam sidere pulcrior ille est tu leuior cortice et inprobo iracundior Hadria te cum uiuere amem te cum obeam lubens	mixed	0.0
0388	3	10	extremum Tanain si biberes Lyce saeuo nupta uiro me tamen asperas porrectum ante foris obicere incolis plorares Aquilonibus	negative	-1.0
0389	3	10	audis quo strepitu ianua quo nemus inter pulcra satum tecta remugiat uentis et positas ut glaciet niues puro numine Iuppiter	positive	2.0
0390	3	10	ingratam Veneri pone superbiam ne currente retro funis eat rota non te Penelopen difficilem procis Tyrrhenus genuit parens	negative	-1.0
0391	3	10	o quamuis neque te munera nec preces nec tinctus uiola pallor amantium nec uir Pieria paelice saucius curuat supplicibus tuis parcas nec rigida mollior aesculo nec Mauris animum mitior anguibus non hoc semper erit liminis aut aquae caelestis patiens latus	positive	4.0
0392	3	11	Mercuri nam te docilis magistro mouit Amphion lapides canendo tu que testudo resonare septem callida neruis nec loquax olim neque grata nunc et diuitum mensis et amica templis dic modos Lyde quibus obstinatas adplicet auris quae uelut latis equa trima campis ludit exsultim metuit que tangi nuptiarum expers et adhuc proteruo cruda marito	positive	3.0
0393	3	11	tu potes tigris comites que siluas ducere et riuos celeres morari cessit immanis tibi blandienti ianitor aulae Cerberus quamuis furiale centum muniant angues caput eius atque spiritus taeter sanies que manet ore trilingui quin et Ixion Tityos que uoltu risit inuito stetit urna paulum sicca dum grato Danai puellas carmine mulces	negative	-0.5
0394	3	11	audiat Lyde scelus atque notas uirginum poenas et inane lymphae dolium fundo pereuntis imo sera que fata quae manent culpas etiam sub Orco inpiae nam quid potuere maius inpiae sponsos potuere duro perdere ferro	negative	-5.5
0395	3	11	una de multis face nuptiali digna periurum fuit in parentem splendide mendax et in omne uirgo nobilis aeuom surge quae dixit iuueni marito surge ne longus tibi somnus unde non times detur socerum et scelestas falle sorores quae uelut nactae uitulos leaenae singulos eheu lacerant ego illis mollior nec te feriam neque intra claustra tenebo	mixed	0.0
0396	3	11	me pater saeuis oneret catenis quod uiro clemens misero peperci me uel extremos Numidarum in agros classe releget i pedes quo te rapiunt et aurae dum fauet nox et Venus i secundo omine et nostri memorem sepulcro scalpe querelam	positive	1.5
0397	3	12	miserarum est neque amori dare ludum neque dulci mala uino lauere aut exanimari metuentis patruae uerbera linguae	negative	-1.0
0398	3	12	tibi qualum Cythereae puer ales tibi telas operosae que Mineruae studium aufert Neobule Liparaei nitor Hebri simul unctos Tiberinis umeros lauit in undis eques ipso melior Bellerophonte neque pugno neque segni pede uictus catus idem per apertum fugientis agitato grege ceruos iaculari et celer arto latitantem fruticeto excipere aprum	positive	4.0
0399	3	13	o fons Bandusiae splendidior uitro dulci digne mero non sine floribus cras donaberis haedo cui frons turgida cornibus primis et uenerem et proelia destinat frustra nam gelidos inficiet tibi rubro sanguine riuos lasciui suboles gregis	positive	3.0
0400	3	13	te flagrantis atrox hora Caniculae nescit tangere tu frigus amabile fessis uomere tauris praebes et pecori uago	mixed	0.0
0401	3	13	fies nobilium tu quoque fontium me dicente cauis inpositam ilicem saxis unde loquaces lymphae desiliunt tuae	positive	1.0
0402	3	14	Herculis ritu modo dictus o plebs morte uenalem petiisse laurum Caesar Hispana repetit penatis uictor ab ora	positive	0.5
0403	3	14	unico gaudens mulier marito prodeat iustis operata sacris et soror clari ducis et decorae supplice uitta uirginum matres iuuenum que nuper sospitum uos o pueri et puellae iam uirum expertae male nominatis parcite uerbis	positive	3.5
0404	3	14	hic dies uere mihi festus atras exiget curas ego nec tumultum nec mori per uim metuam tenente Caesare terras	positive	0.5
0405	3	14	i pete unguentum puer et coronas et cadum Marsi memorem duelli Spartacum si qua potuit uagantem fallere testa	positive	0.5
0406	3	14	dic et argutae properet Neaerae murreum nodo cohibere crinem si per inuisum mora ianitorem fiet abito	negative	-0.5
0407	3	14	lenit albescens animos capillus litium et rixae cupidos proteruae non ego hoc ferrem calidus iuuenta consule Planco	negative	-0.5
0408	3	15	uxor pauperis Ibyci tandem nequitiae fige modum tuae famosis que laboribus maturo propior desine funeri inter ludere uirgines et stellis nebulam spargere candidis	negative	-2.5
0409	3	15	non si quid Pholoen satis et te Chlori decet filia rectius expugnat iuuenum domos pulso Thyias uti concita tympano	neutral	0.0
0410	3	15	illam cogit amor Nothi lasciuae similem ludere capreae te lanae prope nobilem tonsae Luceriam non citharae decent nec flos purpureus rosae nec poti uetulam faece tenus cadi	positive	1.5
0411	3	16	inclusam Danaen turris aenea robustae que fores et uigilum canum tristes excubiae munierant satis nocturnis ab adulteris si non Acrisium uirginis abditae custodem pauidum Iuppiter et Venus risissent fore enim tutum iter et patens conuerso in pretium deo	positive	1.5
0412	3	16	aurum per medios ire satellites et perrumpere amat saxa potentius ictu fulmineo concidit auguris Argiui domus ob lucrum demersa exitio diffidit urbium portas uir Macedo et subruit aemulos reges muneribus munera nauium saeuos inlaqueant duces	positive	2.5
0413	3	16	crescentem sequitur cura pecuniam maiorum que fames iure perhorrui late conspicuum tollere uerticem Maecenas equitum decus	negative	-0.5
0414	3	16	quanto quisque sibi plura negauerit ab dis plura feret nil cupientium nudus castra peto et transfuga diuitum partis linquere gestio contemptae dominus splendidior rei quam si quidquid arat inpiger Apulus occultare meis dicerer horreis magnas inter opes inops	negative	-1.5
0415	3	16	purae riuos aquae silua que iugerum paucorum et segetis certa fides meae fulgentem imperio fertilis Africae fallit sorte beatior	positive	3.5
0416	3	16	quamquam nec Calabrae mella ferunt apes nec Laestrygonia Bacchus in amphora languescit mihi nec pinguia Gallicis crescunt uellera pascuis inportuna tamen pauperies abest nec si plura uelim tu dare deneges	negative	-2.0
0417	3	16	contracto melius parua cupidine uectigalia porrigam quam si Mygdoniis regnum Alyattei campis continuem	negative	-0.5
0418	3	16	multa petentibus desunt multa bene est cui deus obtulit parca quod satis est manu	positive	0.5
0419	3	17	Aeli uetusto nobilis ab Lamo quando et priores hinc Lamias ferunt denominatos (esse) et nepotum per memores genus omne fastus auctore ab illo ducit originem qui Formiarum moenia dicitur princeps et innantem Maricae litoribus tenuisse Lirim late tyrannus cras foliis nemus multis et alga litus inutili demissa tempestas ab Euro sternet aquae nisi fallit augur annosa cornix dum potes aridum conpone lignum cras genium mero curabis et porco bimenstri cum famulis operum solutis	positive	1.0
0420	3	18	Faune Nympharum fugientum amator per meos finis et aprica rura lenis incedas abeas que paruis aequus alumnis si tener pleno cadit haedus anno larga nec desunt Veneris sodali uina creterrae uetus ara multo fumat odore	positive	3.5
0421	3	18	ludit herboso pecus omne campo cum tibi nonae redeunt Decembres festus in pratis uacat otioso cum boue pagus inter audacis lupus errat agnos spargit agrestis tibi silua frondes gaudet inuisam pepulisse fossor ter pede terram	negative	-1.5
0422	3	19	quantum distet ab Inacho Codrus pro patria non timidus mori narras et genus Aeaci et pugnata sacro bella sub Ilio quo Chium pretio cadum mercemur quis aquam temperet ignibus quo praebente domum et quota Paelignis caream frigoribus taces	positive	1.5
0423	3	19	da lunae propere nouae da noctis mediae da puer auguris Murenae tribus aut nouem miscentur cyathis pocula commodis	positive	1.0
0424	3	19	qui Musas amat imparis ternos ter cyathos attonitus petet uates tris prohibet supra rixarum metuens tangere Gratia nudis iuncta sororibus insanire iuuat cur Berecyntiae cessant flamina tibiae	negative	-0.5
0425	3	19	cur pendet tacita fistula cum lyra	neutral	0.0
0426	3	19	parcentis ego dexteras odi sparge rosas	neutral	0.0
0427	3	19	audiat inuidus dementem strepitum Lycus et uicina seni non habilis Lyco	negative	-2.0
0428	3	19	spissa te nitidum coma puro te similem Telephe Vespero tempestiua petit Rhode me lentus Glycerae torret amor meae	positive	2.5
0429	3	20	non uides quanto moueas periclo Pyrrhe Gaetulae catulos leaenae	negative	-1.0
0430	3	20	dura post paulo fugies inaudax proelia raptor cum per obstantis iuuenum cateruas ibit insignem repetens Nearchum grande certamen tibi praeda cedat maior an illa	negative	-1.0
0431	3	20	interim dum tu celeris sagittas promis haec dentis acuit timendos arbiter pugnae posuisse nudo sub pede palmam fertur et leni recreare uento sparsum odoratis umerum capillis qualis aut Nireus fuit aut aquosa raptus ab Ida	mixed	0.0
0432	3	21	o nata me cum consule Manlio seu tu querellas siue geris iocos seu rixam et insanos amores seu facilem pia testa somnum quocumque lectum nomine Massicum seruas moueri digna bono die descende Coruino iubente promere languidiora uina	positive	2.5
0433	3	21	non ille quamquam Socraticis madet sermonibus te neglegit horridus narratur et prisci Catonis saepe mero caluisse uirtus	negative	-0.5
0434	3	21	tu lene tormentum ingenio admoues plerumque duro tu sapientium curas et arcanum iocoso consilium retegis Lyaeo tu spem reducis mentibus anxiis uiris que et addis cornua pauperi post te neque iratos trementi regum apices neque militum arma	mixed	0.0
0435	3	21	te Liber et si laeta aderit Venus segnes que nodum soluere Gratiae uiuae que producent lucernae dum rediens fugat astra Phoebus	positive	3.5
0436	3	22	montium custos nemorum que uirgo quae laborantis utero puellas ter uocata audis adimis que leto diua triformis imminens uillae tua pinus esto quam per exactos ego laetus annos uerris obliquom meditantis ictum sanguine donem	mixed	0.0
0437	3	23	caelo supinas si tuleris manus nascente Luna rustica Phidyle si ture placaris et horna fruge Lares auida que porca nec pestilentem sentiet Africum fecunda uitis nec sterilem seges robiginem aut dulces alumni pomifero graue tempus anno	positive	1.0
0438	3	23	nam quae niuali pascitur Algido deuota quercus inter et ilices aut crescit Albanis in herbis uictima pontificum securis ceruice tinguet te nihil attinet temptare multa caede bidentium paruos coronantem marino rore deos fragili que myrto	negative	-0.5
0439	3	23	inmunis aram si tetigit manus non sumptuosa blandior hostia molliuit auersos Penatis farre pio et saliente mica	positive	0.5
0440	3	24	intactis opulentior thesauris Arabum et diuitis Indiae caementis licet occupes terrenum omne tuis et mare publicum si figit adamantinos summis uerticibus dira Necessitas clauos non animum metu non mortis laqueis expedies caput	negative	-2.0
0441	3	24	campestres melius Scythae quorum plaustra uagas rite trahunt domos uiuunt et rigidi Getae inmetata quibus iugera liberas fruges et Cererem ferunt nec cultura placet longior annua defunctum que laboribus aequali recreat sorte uicarius	mixed	0.0
0442	3	24	illic matre carentibus priuignis mulier temperat innocens nec dotata regit uirum coniunx nec nitido fidit adultero dos est magna parentium uirtus et metuens alterius uiri certo foedere castitas et peccare nefas aut pretium est mori	positive	3.0
0443	3	24	o quisquis uolet inpias caedis et rabiem tollere ciuicam si quaeret pater urbium subscribi statuis indomitam audeat refrenare licentiam clarus postgenitis quatenus heu nefas uirtutem incolumem odimus sublatam ex oculis quaerimus inuidi	negative	-3.0
0444	3	24	quid tristes querimoniae si non supplicio culpa reciditur quid leges sine moribus uanae proficiunt si neque feruidis pars inclusa caloribus mundi nec Boreae finitimum latus duratae que solo niues mercatorem abigunt horrida callidi uincunt aequora nauitae magnum pauperies opprobrium iubet quiduis et facere et pati uirtutis que uiam deserit arduae	negative	-2.5
0445	3	24	uel nos in Capitolium quo clamor uocat et turba fauentium uel nos in mare proximum gemmas et lapides aurum et inutile summi materiem mali mittamus scelerum si bene paenitet	negative	-2.5
0446	3	24	eradenda cupidinis praui sunt elementa et tenerae nimis mentes asperioribus formandae studiis	negative	-1.0
0447	3	24	nescit equo rudis haerere ingenuus puer uenari que timet ludere doctior seu Graeco iubeas trocho seu malis uetita legibus alea cum periura patris fides consortem socium fallat et hospites indigno que pecuniam heredi properet	positive	0.5
0448	3	24	scilicet inprobae crescunt diuitiae tamen curtae nescio quid nescio quid semper abest rei	negative	-0.5
0449	3	25	quo me Bacche rapis tui plenum	neutral	0.0
0450	3	25	quae nemora aut quos agor in specus uelox mente noua	positive	1.0
0451	3	25	quibus antris egregii Caesaris audiar aeternum meditans decus stellis inserere et consilio Iouis	positive	1.5
0452	3	25	dicam insigne recens adhuc indictum ore alio	neutral	0.0
0453	3	25	non secus in iugis exsomnis stupet Euhias Hebrum prospiciens et niue candidam Thracen ac pede barbaro lustratam Rhodopen ut mihi deuio ripas et uacuum nemus mirari libet	neutral	0.0
0454	3	25	o Naiadum potens Baccharum que ualentium proceras manibus uertere fraxinos nil paruum aut humili modo nil mortale loquar	positive	1.0
0455	3	25	dulce periculum est o Lenaee sequi deum cingentem uiridi tempora pampino	negative	-0.5
0456	3	26	uixi puellis nuper idoneus et militaui non sine gloria nunc arma defunctum que bello barbiton hic paries habebit laeuom marinae qui Veneris latus custodit hic hic ponite lucida funalia et uectis et arcus oppositis foribus minacis	mixed	0.0
0457	3	26	o quae beatam diua tenes Cyprum et Memphin carentem Sithonia niue regina sublimi flagello tange Chloen semel arrogantem	positive	1.5
0458	3	27	inpios parrae recinentis omen ducat et praegnans canis aut ab agro raua decurrens lupa Lanuuino feta que uolpes rumpat et serpens iter institutum si per obliquom similis sagittae terruit mannos	negative	-1.0
0459	3	27	ego cui timebo prouidus auspex antequam stantis repetat paludes imbrium diuina auis imminentium oscinem coruum prece suscitabo solis ab ortu	positive	1.5
0460	3	27	sis licet felix ubicumque mauis et memor nostri Galatea uiuas te que nec laeuos uetet ire picus nec uaga cornix	positive	0.5
0461	3	27	sed uides quanto trepidet tumultu pronus Orion	neutral	0.0
0462	3	27	ego quid sit ater Hadriae noui sinus et quid albus peccet Iapyx	neutral	0.0
0463	3	27	hostium uxores pueri que caecos sentiant motus orientis Austri et aequoris nigri fremitum et trementis uerbere ripas	negative	-2.0
0464	3	27	sic et Europe niueum doloso credidit tauro latus et scatentem beluis pontum medias que fraudes palluit audax	negative	-1.0
0465	3	27	nuper in pratis studiosa florum et debitae Nymphis opifex coronae nocte sublustri nihil astra praeter uidit et undas	positive	1.0
0466	3	27	quae simul centum tetigit potentem oppidis Creten pater o relictum filiae nomen pietas que dixit uicta furore	positive	1.0
0467	3	27	unde quo ueni	neutral	0.0
0468	3	27	leuis una mors est uirginum culpae	negative	-2.0
0469	3	27	uigilans ne ploro turpe conmissum an uitiis carentem ludit imago uana quae porta fugiens eburna somnium ducit	negative	-2.0
0470	3	27	melius ne fluctus ire per longos fuit an recentis carpere flores	positive	1.5
0471	3	27	si quis infamem mihi nunc iuuencum dedat iratae lacerare ferro et frangere enitar modo multum amati cornua monstri	negative	-0.5
0472	3	27	inpudens liqui patrios penates inpudens Orcum moror	negative	-2.0
0473	3	27	o deorum si quis haec audis utinam inter errem nuda leones antequam turpis macies decentis occupet malas tenerae que sucus defluat praedae speciosa quaero pascere tigris	negative	-1.0
0474	3	27	uilis Europe pater urget absens quid mori cessas	negative	-0.5
0475	3	27	potes hac ab orno pendulum zona bene te secuta laedere collum	neutral	0.0
0476	3	27	siue te rupes et acuta leto saxa delectant age te procellae crede ueloci nisi erile mauis carpere pensum regius sanguis dominae que tradi barbarae paelex	negative	-1.0
0477	3	27	aderat querenti perfidum ridens Venus et remisso filius arcu	positive	1.0
0478	3	27	mox ubi lusit satis abstineto dixit irarum calidae que rixae cum tibi inuisus laceranda reddet cornua taurus	negative	-1.5
0479	3	27	uxor inuicti Iouis esse nescis	positive	1.0
0480	3	27	mitte singultus bene ferre magnam disce fortunam tua sectus orbis nomina ducet	neutral	0.0
0481	3	28	festo quid potius die Neptuni faciam	neutral	0.0
0482	3	28	prome reconditum Lyde strenua Caecubum munitae que adhibe uim sapientiae	positive	3.0
0483	3	28	inclinare meridiem sentis et ueluti stet uolucris dies parcis deripere horreo cessantem Bibuli consulis amphoram	positive	0.5
0484	3	28	nos cantabimus inuicem Neptunum et uiridis Nereidum comas tu curua recines lyra Latonam et celeris spicula Cynthiae summo carmine quae Cnidon fulgentis que tenet Cycladas et Paphon iunctis uisit oloribus dicetur merita Nox quoque nenia	neutral	0.0
0485	3	29	Tyrrhena regum progenies tibi non ante uerso lene merum cado cum flore Maecenas rosarum et pressa tuis balanus capillis iamdudum apud me est eripe te morae ne semper udum Tibur et Aefulae decliue contempleris aruom et Telegoni iuga parricidae	positive	0.5
0486	3	29	fastidiosam desere copiam et molem propinquam nubibus arduis omitte mirari beatae fumum et opes strepitum que Romae	positive	0.5
0487	3	29	plerumque gratae diuitibus uices mundae que paruo sub lare pauperum cenae sine aulaeis et ostro sollicitam explicuere frontem	negative	-0.5
0488	3	29	iam clarus occultum Andromedae pater ostendit ignem iam Procyon furit et stella uesani Leonis sole dies referente siccos iam pastor umbras cum grege languido riuom que fessus quaerit et horridi dumeta Siluani caret que ripa uagis taciturna uentis tu ciuitatem quis deceat status curas et urbi sollicitus times quid Seres et regnata Cyro Bactra parent Tanais que discors	negative	-0.5
0489	3	29	prudens futuri temporis exitum caliginosa nocte premit deus ridet que si mortalis ultra fas trepidat	mixed	0.0
0490	3	29	quod adest memento conponere aequos cetera fluminis ritu feruntur nunc medio alueo cum pace delabentis Etruscum in mare nunc lapides adesos stirpis que raptas et pecus et domos uoluentis una non sine montium clamore uicinae que siluae cum fera diluuies quietos inritat amnis	mixed	0.0
0491	3	29	ille potens sui laetus que deget cui licet in diem dixisse uixi	positive	2.0
0492	3	29	cras uel atra nube polum pater occupato uel sole puro non tamen inritum quodcumque retro est efficiet neque diffinget infectum que reddet quod fugiens semel hora uexit	positive	0.5
0493	3	29	Fortuna saeuo laeta negotio et ludum insolentem ludere pertinax transmutat incertos honores nunc mihi nunc alii benigna	mixed	0.0
0494	3	29	laudo manentem si celeris quatit pinnas resigno quae dedit et mea uirtute me inuoluo probam que pauperiem sine dote quaero	positive	1.0
0495	3	29	non est meum si mugiat Africis malus procellis ad miseras preces decurrere et uotis pacisci ne Cypriae Tyriae que merces addant auaro diuitias mari tunc me biremis praesidio scaphae tutum per Aegaeos tumultus aura feret geminus que Pollux	negative	-1.0
0496	3	30	exegi monumentum aere perennius regali que situ pyramidum altius quod non imber edax non aquilo impotens possit diruere aut innumerabilis annorum series et fuga temporum	negative	-1.0
0497	3	30	non omnis moriar multa que pars mei uitabit Libitinam usque ego postera crescam laude recens dum Capitolium scandet cum tacita uirgine pontifex dicar qua uiolens obstrepit Aufidus et qua pauper aquae Daunus agrestium regnauit populorum ex humili potens princeps Aeolium carmen ad Italos deduxisse modos	positive	2.0
0498	3	30	sume superbiam quaesitam meritis et mihi Delphica lauro cinge uolens Melpomene comam	positive	0.5
0499	4	1	intermissa Venus diu rursus bella moues	positive	1.0
0500	4	1	parce precor precor	neutral	0.0
0501	4	1	non sum qualis eram bonae sub regno Cinarae	positive	1.0
0502	4	1	desine dulcium mater saeua Cupidinum circa lustra decem flectere mollibus iam durum imperiis abi quo blandae iuuenum te reuocant preces	negative	-1.0
0503	4	1	tempestiuius in domum Pauli purpureis ales oloribus comissabere Maximi si torrere iecur quaeris idoneum	positive	0.5
0504	4	1	namque et nobilis et decens et pro sollicitis non tacitus reis et centum puer artium late signa feret militiae tuae et quandoque potentior largi muneribus riserit aemuli Albanos prope te lacus ponet marmoream sub trabe citrea	positive	1.5
0505	4	1	illic plurima naribus duces tura lyra que et Berecyntia delectabere tibia mixtis carminibus non sine fistula illic bis pueri die numen cum teneris uirginibus tuum laudantes pede candido in morem Salium ter quatient humum	positive	0.5
0506	4	1	me nec femina nec puer iam nec spes animi credula mutui nec certare iuuat mero nec uincire nouis tempora floribus	positive	1.5
0507	4	1	sed cur heu Ligurine cur manat rara meas lacrima per genas	neutral	0.0
0508	4	1	cur facunda parum decoro inter uerba cadit lingua silentio	positive	0.5
0509	4	1	nocturnis ego somniis iam captum teneo iam uolucrem sequor te per gramina Martii Campi te per aquas dure uolubilis	mixed	0.0
0510	4	2	Pindarum quisquis studet aemulari Iulle ceratis ope Daedalea nititur pinnis uitreo daturus nomina ponto	neutral	0.0
0511	4	2	monte decurrens uelut amnis imbres quem super notas aluere ripas feruet inmensus que ruit profundo Pindarus ore laurea donandus Apollinari seu per audacis noua dithyrambos uerba deuoluit numeris que fertur lege solutis seu deos reges que canit deorum sanguinem per quos cecidere iusta morte Centauri cecidit tremendae flamma Chimaerae siue quos Elea domum reducit palma caelestis pugilem ue equom ue dicit et centum potiore signis munere donat flebili sponsae iuuenem ue raptum plorat et uiris animum que mores que aureos educit in astra nigro que inuidet Orco	positive	3.0
0512	4	2	multa Dircaeum leuat aura cycnum tendit Antoni quotiens in altos nubium tractus ego apis Matinae more modo que grata carpentis thyma per laborem plurimum circa nemus uuidi que Tiburis ripas operosa paruos carmina fingo	positive	3.0
0513	4	2	concines maiore poeta plectro Caesarem quandoque trahet ferocis per sacrum cliuum merita decorus fronde Sygambros quo nihil maius melius ue terris fata donauere boni que diui nec dabunt quamuis redeant in aurum tempora priscum concines laetos que dies et urbis publicum ludum super inpetrato fortis Augusti reditu forum que litibus orbum	positive	5.0
0514	4	2	tum meae si quid loquar audiendum uocis accedet bona pars et o sol pulcer o laudande canam recepto Caesare felix	positive	3.5
0515	4	2	te que dum procedis io Triumphe non semel dicemus io Triumphe ciuitas omnis dabimus que diuis tura benignis	positive	1.5
0516	4	2	te decem tauri totidem que uaccae me tener soluet uitulus relicta matre qui largis iuuenescit herbis in mea uota fronte curuatos imitatus ignis tertium lunae referentis ortum qua notam duxit niueus uideri cetera fuluos	negative	-1.0
0517	4	3	quem tu Melpomene semel nascentem placido lumine uideris illum non labor Isthmius clarabit pugilem non equos inpiger curru ducet Achaico uictorem neque res bellica Deliis ornatum foliis ducem quod regum tumidas contuderit minas ostendet Capitolio sed quae Tibur aquae fertile praefluunt et spissae nemorum comae fingent Aeolio carmine nobilem	positive	2.0
0518	4	3	Romae principis urbium dignatur suboles inter amabilis uatum ponere me choros et iam dente minus mordeor inuido	positive	1.5
0519	4	3	o testudinis aureae dulcem quae strepitum Pieri temperas o mutis quoque piscibus donatura cycni si libeat sonum totum muneris hoc tui est quod monstror digito praetereuntium Romanae fidicen lyrae quod spiro et placeo si placeo tuum est	positive	1.5
0520	4	4	qualem ministrum fulminis alitem cui rex deorum regnum in auis uagas permisit expertus fidelem Iuppiter in Ganymede flauo olim iuuentas et patrius uigor nido laborum propulit inscium uerni que iam nimbis remotis insolitos docuere nisus uenti pauentem mox in ouilia demisit hostem uiuidus impetus nunc in reluctantis dracones egit amor dapis atque pugnae qualem ue laetis caprea pascuis intenta fuluae matris ab ubere iam lacte depulsum leonem dente nouo peritura uidit uidere Raetis bella sub Alpibus Drusum gerentem Vindelici quibus mos unde deductus per omne tempus Amazonia securi dextras obarmet quaerere distuli nec scire fas est omnia sed diu late que uictrices cateruae consiliis iuuenis reuictae sensere quid mens rite quid indoles nutrita faustis sub penetralibus posset quid Augusti paternus in pueros animus Nerones	positive	5.0
0521	4	4	fortes creantur fortibus et bonis est in iuuencis est in equis patrum uirtus neque inbellem feroces progenerant aquilae columbam	positive	1.0
0522	4	4	doctrina sed uim promouet insitam recti que cultus pectora roborant utcumque defecere mores indecorant bene nata culpae	mixed	0.0
0523	4	4	quid debeas o Roma Neronibus testis Metaurum flumen et Hasdrubal deuictus et pulcher fugatis ille dies Latio tenebris qui primus alma risit adorea dirus per urbis Afer ut Italas ceu flamma per taedas uel Eurus per Siculas equitauit undas	positive	1.0
0524	4	4	post hoc secundis usque laboribus Romana pubes creuit et inpio uastata Poenorum tumultu fana deos habuere rectos dixit que tandem perfidus Hannibal cerui luporum praeda rapacium sectamur ultro quos opimus fallere et effugere est triumphus	negative	-1.5
0525	4	4	gens quae cremato fortis ab Ilio iactata Tuscis aequoribus sacra natos que maturos que patres pertulit Ausonias ad urbis duris ut ilex tonsa bipennibus nigrae feraci frondis in Algido per damna per caedis ab ipso ducit opes animum que ferro	negative	-0.5
0526	4	4	non hydra secto corpore firmior uinci dolentem creuit in Herculem monstrum ue submisere Colchi maius Echioniae ue Thebae	positive	1.5
0527	4	4	merses profundo pulcrior euenit luctere multa proruet integrum cum laude uictorem geret que proelia coniugibus loquenda	positive	1.5
