	book	ode	sentence	text
411	3	16	0412	aurum per medius eo satelles et perrumpo amo saxum potens ictus fulmineus concido augur argiuus domus ob lucrum demergo exitium diffindo urbs porta uir macedo et subruo aemulus rex munus munus nauis saeuus illaqueo dux
412	3	16	0413	cresco sequor cura pecunia magnus que fames iure perhorresco late conspicuus tollo uertex maecenas eques decus
413	3	16	0414	quanto quisque sui multus nego ab deus multus fero nihil cupio nudus castra peto et transfuga diues pars linquo gestio contemptus dominus splendidus res quam si quisquis aro impiger apulus occulto meus dico horreum magnus inter ops inops
414	3	16	0415	purus riuus aqua silua que iugerum paucus et seges certus fides meus fulgeo imperium fertilis africa fallo sors beatus
415	3	16	0416	quamquam nec calaber mel fero apis nec laestrygonius bacchus in amphora languesco ego nec pinguis gallicus cresco uellus pascuum importunus tamen pauperies absum nec si multus uolo tu do denego
416	3	16	0417	contraho bene paruus cupido uectigal porrigo quam si mygdonius regnum alyattes campus continuo
417	3	16	0418	multus peto desum multus bene sum qui deus offero parcus qui satis sum manus
418	3	17	0419	aelius uetustus nobilis ab lamus quando et prior hinc lamia fero denomino et nepos per memor genus omnis fastus auctor ab ille duco origo qui formiae moenia dico princeps et inno marica litus teneo liris late tyrannus cras folium nemus multus et alga litus inutilis demitto tempestas ab eurus sterno aqua nisi fallo augur annosus cornix dum possum aridus compono lignum cras genius merum curo et porcus bimestris cum famulus opus solutus
419	3	18	0420	faunus nympha fugio amator per meus finis et apricus rus lenis incedo abeo que paruus aequus alumnus si tener plenus cado haedus annus largus nec desum uenus sodalis uinum cratera uetus ara multus fumo odor
420	3	18	0421	ludo herbosus pecus omnis campus cum tu nonae redeo december festus in pratum uaco otiosus cum bos pagus inter audax lupus erro agnus spargo agrestis tu silua frons gaudeo inuisus pello fossor ter pes terra
421	3	19	0422	quantum disto ab inachus codrus pro patria non timidus morior narro et genus aeacus et pugno sacer bellum sub ilium quis chius pretium cadus mercor quis aqua tempero ignis quis praebeo domus et quotus paelignus careo frigus taceo
422	3	19	0423	do luna propere nouus do nox medius do puer augur murena tres aut nouem misceo cyathus poculum commodus
423	3	19	0424	qui musa amo impar ternus ter cyathus attonitus peto uates tres prohibeo supra rixa metuens tango gratia nudus iungo soror insanio iuuo cur berecyntius cesso flamen tibia
424	3	19	0425	cur pendeo tacitus fistula cum lyra
425	3	19	0426	parcens ego dextera odi spargo rosa
426	3	19	0427	audio inuidus demens strepitus lycus et uicina senex non habilis lycus
427	3	19	0428	spissus tu nitidus coma purus tu similis telephus uesper tempestiuus peto rhode ego lentus glycera torreo amor meus
428	3	20	0429	non uideo quantus moueo periculum pyrrhus gaetulus catulus leaena
429	3	20	0430	durus post paulo fugio inaudax proelium raptor cum per obsto iuuenis caterua eo insignis repeto nearchus grandis certamen tu praeda cedo magnus an ille
430	3	20	0431	interim dum tu celer sagitta promo hic dens acuo timeo arbiter pugna pono nudus sub pes palma fero et lenis recreo uentus spargo odoratus humerus capillus qualis aut nireus sum aut aquosus rapio ab ida
431	3	21	0432	o nascor ego cum consul manlius seu tu querela siue gero iocus seu rixa et insanus amor seu facilis pius testa somnus quicumque lego nomen massicum seruo moueo dignus bonus dies descendo coruinus iubeo promo languidus uinum
432	3	21	0433	non ille quamquam socraticus madeo sermo tu negligo horridus narro et priscus cato saepe merum caleo uirtus
433	3	21	0434	tu lenis tormentum ingenium admoueo plerumque durus tu sapiens cura et arcanus iocosus consilium retego lyaeus tu spes reduco mens anxius uis que et addo cornu pauper post tu neque iratus tremo rex apex neque miles arma
434	3	21	0435	tu liber et si laetus assum uenus segnis que nodus soluo gratia uiuus que produco lucerna dum redeo fugo astrum phoebus
435	3	22	0436	mons custos nemus que uirgo qui laboro uterus puella ter uoco audio adimo que letum diua triformis immineo uilla tuus pinus sum qui per exigo ego laetus annus uerres obliquus meditor ictus sanguis dono
436	3	23	0437	caelum supinus si fero manus nascor luna rusticus phidyle si tus placo et hornus frux lar auidus que porca nec pestilens sentio africus fecundus uitis nec sterilis seges robigo aut dulcis alumnus pomifer grauis tempus annus
437	3	23	0438	nam qui niualis pascor algidus deuoueo quercus inter et ilex aut cresco albanus in herba uictima pontifex securis ceruix tingo tu nihil attineo tento multus caedes bidens paruus corono marinus ros deus fragilis que myrtus
438	3	23	0439	immunis ara si tango manus non sumptuosus blandus hostia mollio auersus penates far pius et salio mica
439	3	24	0440	intactus opulentus thesaurus arabes et diues india caementum licet occupo terrenum omnis tuus et mare publicus si figo adamantinus superus uertex dirus necessitas clauus non animus metus non mors laqueus expedio caput
440	3	24	0441	campester bene scythae qui plaustrum uagus rite traho domus uiuo et rigidus getae immetatus qui iugerum liber frux et ceres fero nec cultura placeo longus annuus defungor que labor aequalis recreo sors uicarius
441	3	24	0442	illic mater careo priuignus mulier tempero innocens nec dotatus rego uir coniux nec nitidus fido adulter dos sum magnus parens uirtus et metuens alter uir certus foedus castitas et pecco nefas aut pretium sum morior
442	3	24	0443	o quisquis uolo impius caedes et rabies tollo ciuicus si quaero pater urbs subscribo statua indomitus audeo refreno licentia clarus postgenitus quatenus heu nefas uirtus incolumis odi tollo ex oculus quaero inuidus
443	3	24	0444	quis tristis querimonia si non supplicium culpa recido quis lex sine mos uanus proficio si neque feruidus pars includo calor mundus nec boreas finitimus latus duro que solum nix mercator abigo horridus callidus uinco aequor nauta magnus pauperies opprobrium iubeo quiuis et facio et patior uirtus que uia desero arduus
444	3	24	0445	uel nos in capitolium quo clamor uoco et turba faueo uel nos in mare propior gemma et lapis aurum et inutilis superus materies malum mitto scelus si bene paeniteo
445	3	24	0446	erado cupido prauus sum elementa et tener nimis mens asper formo studium
446	3	24	0447	nescio equus rudis haereo ingenuus puer uenor que timeo ludo doctus seu graecus iubeo trochus seu malo ueto lex alea cum periurus pater fides consors socius fallo et hospes indignus que pecunia heres propero
447	3	24	0448	scilicet improbus cresco diuitiae tamen curtus # nescioquis semper absum res
448	3	25	0449	quo ego bacchus rapio tu plenus
449	3	25	0450	quis nemus aut quis ago in specus uelox mens nouus
450	3	25	0451	quis antrum egregius caesar audio aeternus meditor decus stella insero et consilium iuppiter
451	3	25	0452	dico insignis recens adhuc indictus os alius
452	3	25	0453	non secus in iugum exsomnis stupeo euhyas hebrus prospicio et nix candidus thraca ac pes barbarus lustro rhodope ut ego deuius ripa et uacuus nemus miror libet
453	3	25	0454	o nais potens baccha que ualeo procerus manus uerto fraxinus nihil paruus aut humilis modus nihil mortalis loquor
454	3	25	0455	dulcis periculum sum o lenaeus sequor deus cingo uiridis tempus pampinus
455	3	26	0456	uiuo puella nuper idoneus et milito non sine gloria nunc arma defungor que bellum barbitos hic paries habeo laeuus marinus qui uenus latus custodio hic hic pono lucidus funale et uectis et arcus oppono foris minax
456	3	26	0457	o qui beatus diua teneo cyprus et memphis careo sithonius nix regina sublimis flagellum tango chloe semel arrogo
457	3	27	0458	impius parra recino omen duco et praegnans canis aut ab ager rauus decurro lupa lanuuinus fetus que uulpes rumpo et serpens iter instituo si per obliquum similis sagitta terreo mannus
458	3	27	0459	ego qui timeo prouidus auspex antequam sto repeto palus imber diuinus auis immineo oscen coruus prex suscito sol ab ortus
459	3	27	0460	sum licet felix ubicumque malo et memor nos galatea uiuo tu que nec laeuus ueto eo picus nec uagus cornix
460	3	27	0461	sed uideo quantus trepido tumultus pronus orion
461	3	27	0462	ego quis sum ater hadria nosco sinus et quis albus pecco iapyx
462	3	27	0463	hostis uxor puer que caecus sentio motus orior auster et aequor niger fremitus et tremo uerber ripa
463	3	27	0464	sic et europa niueus dolosus credo taurus latus et scateo bellua pontus medius que fraus palleo audax
464	3	27	0465	nuper in pratum studiosus flos et debeo nympha opifex corona nox sublustris nihil astrum praeter uideo et unda
465	3	27	0466	qui simul centum tango potens oppidum creta pater o relinquo filia nomen pietas que dico uinco furor
466	3	27	0467	unde quo uenio
467	3	27	0468	leuis unus mors sum uirgo culpa
468	3	27	0469	uigilo ne ploro turpis commissum an uitium careo ludo imago uanus qui porta fugio eburneus somnium duco
469	3	27	0470	bonus ne fluctus eo per longus sum an recens carpo flos
470	3	27	0471	si quis infamis ego nunc iuuencus dedo irascor lacero ferrum et frango enitor modo multum amo cornu monstrum
471	3	27	0472	impudens linquo patrius penates impudens orcus moror
472	3	27	0473	o deus si quis hic audio utinam inter erro nudus leo antequam turpis macies decens occupo mala tener que sucus defluo praeda speciosus quaero pasco tigris
473	3	27	0474	uilis europa pater urgeo absum quis morior cesso
474	3	27	0475	possum hic ab ornus pendulus zona bene tu sequor laedo collum
475	3	27	0476	siue tu rupes et acutus letum saxum delecto age tu procella credo uelox nisi herilis malo carpo pensum regius sanguis domina que trado barbarus pellex
476	3	27	0477	assum queror perfidum rideo uenus et remitto filius arcus
477	3	27	0478	mox ubi ludo satis abstineo dico ira calidus que rixa cum tu inuisus lacero reddo cornu taurus
478	3	27	0479	uxor inuictus iuppiter sum nescio
479	3	27	0480	mitto singultus bene fero magnus disco fortuna tuus seco orbis nomen duco
480	3	28	0481	festus quis potis dies neptunus facio
481	3	28	0482	promo recondo lyde strenuus caecubum munio que adhibeo uis sapientia
482	3	28	0483	inclino meridies sentio et uelut sto uolucer dies parco deripio horreum cesso bibulus consul amphora
483	3	28	0484	nos canto inuicem neptunus et uiridis nereis coma tu curuus recino lyra latona et celer spiculum cynthia superus carmen qui cnidus fulgens que teneo cyclas et paphus iungo uiso olor dico mereor nox quoque nenia
484	3	29	0485	tyrrhenus rex progenies tu non ante uerto lenis merum cadus cum flos maecenas rosa et premo tuus balanus capillus iamdudum apud ego sum eripio tu mora ne semper udus tibur et aefula decliuis contemplor aruum et telegonus iugum parricida
485	3	29	0486	fastidiosus desero copia et moles propinquus nubes arduus omitto miror beatus fumus et ops strepitus que roma
486	3	29	0487	plerumque gratus diues uicis mundus que paruus sub lar pauper cena sine aulaeum et ostrum sollicitus explico frons
487	3	29	0488	iam clarus occulo andromeda pater ostendo ignis iam procyon furo et stella uesanus leo sol dies refero siccus iam pastor umbra cum grex languidus riuus que fessus quaero et horridus dumetum siluanus careo que ripa uagus taciturnus uentus tu ciuitas quis decet status curo et urbs sollicitus timeo quis seres et regno cyrus bactra paro tanais que discors
488	3	29	0489	prudens futurus tempus exitus caliginosus nox premo deus rideo que si mortalis ultra fas trepido
489	3	29	0490	qui assum memini compono aequus cetera flumen ritus fero nunc medius alueus cum pax delabor etruscus in mare nunc lapis adedo stirps que rapio et pecus et domus uoluo una non sine mons clamor uicinus que silua cum ferus diluuies quietus irrito amnis
490	3	29	0491	ille potens sui laetus que dego qui licet in dies dico uiuo
491	3	29	0492	cras uel ater nubes polus pater occupo uel sol purus non tamen irritus quicumque retro sum efficio neque diffingo infectus que reddo qui fugio semel hora ueho
492	3	29	0493	fortuna saeuus laetus negotium et ludus insolens ludo pertinax transmuto incertus honor nunc ego nunc alius benignus
493	3	29	0494	laudo maneo si celer quatio penna resigno qui do et meus uirtus ego inuoluo probus que pauperies sine dos quaero
494	3	29	0495	non sum meus si mugio africus malus procella ad miser prex decurro et uotum paciscor ne cyprius tyrius que merx addo auarus diuitiae mare tunc ego biremis praesidium scapha tutus per aegaeus tumultus aura fero geminus que pollux
495	3	30	0496	exigo monumentum aes perennis regalis que situs pyramis altus qui non imber edax non aquilo impotens possum diruo aut innumerabilis annus series et fuga tempus
496	3	30	0497	non omnis morior multus que pars ego uito libitina usque ego posterus cresco laus recens dum capitolium scando cum tacitus uirgo pontifex dico qua uiolens obstrepo aufidus et qua pauper aqua daunus agrestis regno populus ex humilis potens princeps aeolius carmen ad italus deduco modus
497	3	30	0498	sumo superbia quaero meritum et ego delphicus laurus cingo uolens melpomene coma
498	4	1	0499	intermitto uenus diu rursus bellum moueo
499	4	1	0500	parco precor precor
500	4	1	0501	non sum qualis sum bonus sub regnum cinara
501	4	1	0502	desino dulcis mater saeuus cupido circa lustrum decem flecto mollis iam durus imperium abeo quo blandus iuuenis tu reuoco prex
502	4	1	0503	tempestiue in domus paulus purpureus ales olor comissor maximus si torreo iecur quaero idoneus
503	4	1	0504	namque et nobilis et decens et pro sollicitus non tacitus reus et centum puer ars late signum fero militia tuus et quandoque potens largus munus rideo aemulus albanus prope tu lacus pono marmoreus sub trabs citreus
504	4	1	0505	illic multus naris duco tus lyra que et berecyntius delecto tibia misceo carmen non sine fistula illic bis puer dies numen cum tener uirgo tuus laudo pes candidus in mos salius ter quatio humus
505	4	1	0506	ego nec femina nec puer iam nec spes animus credulus mutuus nec certo iuuo merum nec uincio nouus tempus flos
506	4	1	0507	sed cur heu ligurinus cur mano rarus meus lacrima per gena
507	4	1	0508	cur facundus parum decorus inter uerbum cado lingua silentium
508	4	1	0509	nocturnus ego somnium iam capio teneo iam uolucer sequor tu per gramen martius campus tu per aqua durus uolubilis
509	4	2	0510	pindarus quisquis studeo aemulor iullus cero ops daedaleus nitor penna uitreus do nomen pontus
510	4	2	0511	mons decurro uelut amnis imber qui super notus alo ripa ferueo immensus que ruo profundus pindarus os laurea dono apollinaris seu per audax nouus dithyrambus uerbum deuoluo numerus que fero lex solutus seu deus rex que cano deus sanguis per qui cado iustus mors centaurus cado tremendus flamma chimaera siue qui eleus domus reduco palma caelestis pugil ue equus ue dico et centum potis signum munus dono flebilis sponsa iuuenis ue rapio ploro et uis animus que mos que aureus educo in astrum niger que inuideo orcus
511	4	2	0512	multus dircaeus leuo aura cycnus tendo antonius quotiens in altus nubes tractus ego apis matinus mos modus que gratus carpo thymum per labor multus circa nemus uuidus que tibur ripa operosus paruus carmen fingo
512	4	2	0513	concino magnus poeta plectrum caesar quandoque traho ferox per sacer cliuus meritus decorus frons sugambri qui nihil magnus bonus ue terra fatum dono bonus que diuus nec do quamuis redeo in aurum tempus priscus concino laetus que dies et urbs publicus ludus super impetro fortis augustus reditus forum que lis orbus
513	4	2	0514	tum meus si quis loquor audio uox accedo bonus pars et o sol pulcher o laudo cano recipio caesar felix
514	4	2	0515	tu que dum procedo io triumphus non semel dico io triumphus ciuitas omnis do que diuus tus benignus
515	4	2	0516	tu decem taurus totidem que uacca ego tener soluo uitulus relinquo mater qui largus iuuenesco herba in meus uotum frons curuo imitor ignis tertius luna refero ortus qua nota duco niueus uideo cetera fuluus
516	4	3	0517	qui tu melpomene semel nascor placidus lumen uideo ille non labor isthmius claro pugil non equus impiger currus duco achaicus uictor neque res bellicus delius orno folium dux quod rex tumidus contundo minae ostendo capitolium sed qui tibur aqua fertilis praefluo et spissus nemus coma fingo aeolius carmen nobilis
517	4	3	0518	roma princeps urbs dignor suboles inter amabilis uates pono ego chorus et iam dens parum mordeo inuidus
518	4	3	0519	o testudo aureus dulcis qui strepitus pieris tempero o mutus quoque piscis dono cycnus si libet sonus totus munus hic tuus sum quod monstro digitus praetereo romanus fidicen lyra quod spiro et placeo si placeo tuus sum
519	4	4	0520	qualis minister fulmen ales qui rex deus regnum in auis uagus permitto experior fidelis iuppiter in ganymedes flauus olim iuuentas et patrius uigor nidus labor propello inscius uernus que iam nimbus remoueo insolitus doceo nisus uentus paueo mox in ouile demitto hostis uiuidus impetus nunc in reluctor draco ago amor daps atque pugna qualis ue laetus caprea pascuum intentus fuluus mater ab uber iam lac depello leo dens nouus pereo uideo uideo raeti bellum sub alpes drusus gero uindelici qui mos unde deduco per omnis tempus amazonius securis dextera obarmo quaero differo nec scio fas sum omnis sed diu late que uictrix caterua consilium iuuenis reuinco sentio quis mens rite quis indoles nutrio faustus sub penetrale possum quis augustus paternus in puer animus nero
520	4	4	0521	fortis creo fortis et boni sum in iuuencus sum in equus pater uirtus neque imbellis ferox progenero aquila columba
521	4	4	0522	doctrina sed uis promoueo insitus rectum que cultus pectus roboro utcumque deficio mos indecoro bene natus culpa
522	4	4	0523	quis debeo o roma nero testis metaurum flumen et hasdrubal deuinco et pulcher fugo ille dies latium tenebrae qui primus almus rideo adorea dirus per urbs afer ut italus ceu flamma per taeda uel eurus per siculus equito unda
523	4	4	0524	post hic secundus usque labor romanus pubes cresco et impius uasto poeni tumultus fanum deus habeo rectus dico que tandem perfidus hannibal ceruus lupus praeda rapax sector ultro qui opimus fallo et effugio sum triumphus
524	4	4	0525	gens qui cremo fortis ab ilium iacto tuscus aequor sacrum natus que maturus que pater perfero ausonius ad urbs durus ut ilex tondeo bipennis niger ferax frons in algidus per damnum per caedes ab ipse duco ops animus que ferrum
525	4	4	0526	non hydra seco corpus firmus uinco doleo cresco in hercules monstrum ue submitto colchi magnus echionius ue thebae
526	4	4	0527	merso profundum pulcher euenio luctor multus proruo integer cum laus uictor gero que proelium coniux loquor
527	4	4	0528	carthago iam non ego nuntius mitto superbus occido occido spes omnis et fortuna noster nomen hasdrubal interimo
528	4	4	0529	nihil claudius non perficio manus qui et benignus numen iuppiter defendo et cura sagax expedio per acutum bellum
529	4	5	0530	diuus orior bonus bonus romulus custos gens absum iam nimium diu maturus reditus polliceor pater sanctus concilium redeo
530	4	5	0531	lux reddo tuus dux bonus patria
531	4	5	0532	instar uer enim uultus ubi tuus affulgeo populus gratus eo dies et sol bene niteo
532	4	5	0533	ut mater iuuenis qui notus inuidus flatus carpathius trans mare aequor cunctor spatium longe annuus dulcis distineo ab domus uotum omen que et prex uoco curuus nec facies litus dimoueo sic desiderium ico fidelis quaero patria caesar
533	4	5	0534	tutus bos etenim rus perambulo nutrio rus ceres almus que faustitas pacatus uolito per mare nauta culpo metuo fides nullus polluo castus domus stuprum mos et lex maculosus edomo nefas laudo similis proles puerpera culpa poena premo comes
534	4	5	0535	quis parthus paueo quis gelidus scythes quis germania qui horridus parturio fetus incolumis caesar
535	4	5	0536	quis ferus bellum curo hiberia
536	4	5	0537	condo quisque dies collis in suus et uitis uiduus duco ad arbor hinc ad uinum redeo laetus et alter tu mensa adhibeo deus
537	4	5	0538	tu multus prex tu prosequor merum defundo patera et lar tuus misceo numen ut graecia castor et magnus memor hercules
538	4	5	0539	longus o utinam dux bonus feriae praesto hesperia dico integer siccus mane dies dico uuidus cum sol oceanus subsum
539	4	6	0540	diuus qui proles niobeus magnus uindex lingua tityus que raptor sentio et troia prope uictor altus phthius achilles ceteri magnus tu miles impar filius quamuis thetis marinus dardanus turris quatio tremo cuspis pugnax ille mordax uelut ico ferrum pinus aut impello cupressus eurus procido late pono que collum in puluis teucer ille non includo equus minerua sacrum mentior male feriatus troes et laetus priamus chorea fallo aula sed palam capio grauis heu nefas heu nescius for puer achiuus uro flamma etiam lateo mater in aluus ni tuus flecto uenus que gratus uox diuus pater annuo res aeneas potis duco ales murus doctor argutus fidicen thalia phoebus qui xanthus lauo amnis crinis daunius defendo decus camena leuis agyieus
540	4	6	0541	spiritus phoebus ego phoebus ars carmen nomen que do poeta uirgo primus puer que clarus pater orior delius tutela dea fugax lynx et ceruus cohibeo arcus lesbius seruo pes meus que pollex ictus rite latona puer cano rite cresco fax noctiluca prosper frux celer que pronus uoluo mensis
541	4	6	0542	nubo iam dico ego deus amicus saeculum festus refero lux reddo carmen docilis modus uates horatius
542	4	7	0543	diffugio nix redeo iam gramen campus arbor que coma muto terra uicis et decresco ripa flumen praetereo
543	4	7	0544	gratia cum nympha geminus que soror audeo duco nudus chorus
544	4	7	0545	immortalis ne spero moneo annus et almus qui rapio hora dies
545	4	7	0546	frigus mitesco zephyrus uer protero aestas intereo simul pomifer autumnus frux effundo et mox bruma recurro iners
546	4	7	0547	damnum tamen celer reparo caelestis luna nos ubi decido quo pius aeneas qui diues tullus et ancus puluis et umbra sum
547	4	7	0548	quis scio an adicio hodiernus crastinus summa tempus deus superus
548	4	7	0549	cunctus manus auidus fugio heres amicus qui do animus
549	4	7	0550	cum semel occido et de tu splendidus minos facio arbitrium non torquatus genus non tu facundia non tu restituo pietas
550	4	7	0551	infernus neque enim tenebrae diana pudicus libero hippolytus nec lethaeus ualeo theseus abrumpo carus uinculum pirithous
551	4	8	0552	dono patera gratus que commodus censorinus meus aes sodalis dono tripus praemium fortis graii neque tu malus munus fero diues ego scilicet ars qui aut parrhasius profero aut scopas hic saxum liquidus ille color sollers nunc homo pono nunc deus
552	4	8	0553	sed non hic ego uis nec tu talis res sum aut animus delicia egens gaudeo carmen carmen possum dono et pretium dico munus
553	4	8	0554	non incido nota marmor publicus per qui spiritus et uita redeo bonus post mors dux non celer fuga reicio que retrorsum hannibal minae non incendium carthago impius is qui domo nomen ab africa lucror redeo clare indico laus quam calaber pierides neque si charta sileo qui bene facio merces fero
554	4	8	0555	quis sum ilia mauors que puer si taciturnitas obsto meritum inuidus romulus
555	4	8	0556	eripio stygius fluctus aeacus uirtus et fauor et lingua potens uates diues consecro insula
556	4	8	0557	dignus laus uir musa ueto morior caelum musa beo
557	4	8	0558	sic iuppiter intersum opto epulae impiger hercules clarus tyndaridae sidus ab inferus quassus eripio aequor ratis ornatus uiridis tempus pampinus liber uotum bonus duco ad exitus
558	4	9	0559	ne forte credo intereo qui longe sono nascor ad aufidus non ante uulgo per ars uerbum loquor socio chorda non si prior maeonius teneo sedes homerus pindaricus lateo ceus que et alcaeus minax stesichorus que grauis camenae nec si quis olim ludo anacreon deleo aetas spiro adhuc amor uiuo que committo calor aeolius fides puella
559	4	9	0560	non solus como ardeo adulter crinis et aurum uestis illino miror regalis que cultus et comes helena lacaenus primus ue teucer telum cydonius dirigo arcus non semel ilios uexo non pugno ingens idomeneus sthenelus ue solus dico musa proelium non ferox hector uel acer deiphobus grauis excipio ictus pro pudicus coniux puer que primus
560	4	9	0561	uiuo fortis ante agamemnon multus sed omnis illacrimabilis urgeo ignotus que longus nox careo quia uates sacer
561	4	9	0562	paulum sepelio disto inertia celo uirtus
562	4	9	0563	non ego tu meus charta inornatus sileo tot ue tuus patior labor impune lollius carpo liuidus obliuio sum animus tu res que prudens et secundus tempus dubius que rectus uindex auarus fraus et abstineo duco ad sui cunctus pecunia consul que non unus annus sed quotiens bonus atque fidus iudex honestum praefero utilis reicio altus donum nocens uultus per obsto caterua explico suus uictor arma
563	4	9	0564	non possideo multus uoco recte beatus recte occupo nomen beatus qui deus munus sapienter utor durus que calleo pauperies patior malus que letum flagitium timeo non ille pro carus amicus aut patria timidus pereo
564	4	10	0565	o crudelis adhuc et uenus munus potens insperatus tuus cum uenio pluma superbia et qui nunc humerus inuolito decido coma nunc et qui color sum puniceus flos prior rosa muto ligurinus in facies uerto hispidus dico heu quotiens tu speculum uideo alter qui mens sum hodie cur idem non puer sum uel cur hic animus incolumis non redeo gena
565	4	11	0566	sum ego nonus superans annus plenus albanum cadus sum in hortus phyllis necto apium corona sum hedera uis multus qui crinis religo fulgo rideo argentum domus ara castus uincio uerbena aueo immolo spargo agnus cunctus festino manus huc et illuc cursito misceo puer puella sordidus flamma trepido roto uertex fumus
566	4	11	0567	ut tamen nosco qui aduoco gaudium idus tu sum ago qui dies mensis uenus marinus findo aprilis iure sollemnis ego sanctus que paene natalis proprius quod ex hic lux maecenas meus affluo ordino annus
567	4	11	0568	telephus qui tu peto occupo non tuus sors iuuenis puella diues et lasciuus teneo que gratus compes uincio
568	4	11	0569	terreo amburo phaethon auarus spes et exemplum grauis praebeo ales pegasus terrenus eques grauor bellerophontes semper ut tu dignus sequor et ultra quam licet spero nefas puto dispar uito
569	4	11	0570	age iam meus finis amor non enim posthac alius caleo femina condisco modus amo uox qui reddo minuo ater carmen cura
570	4	12	0571	iam uer comes qui mare tempero impello anima linteum thracius iam nec pratum rigeo nec fluuius strepo hibernus nix turgidus
571	4	12	0572	nidus pono itys flebiliter gemo infelix auis et cecropius domus aeternus opprobrium quod male barbarus rex _sum ulciscor libido
572	4	12	0573	dico in tener gramen pinguis custos ouis carmen fistula delecto que deus qui pecus et niger collis arcadia placeo
573	4	12	0574	adduco sitis tempus uergilius
574	4	12	0575	sed premo cales duco liber si gestio iuuenis nobilis cliens nardus uinum mereor
575	4	12	0576	nardus paruus onyx elicio cadus qui nunc sulpicius accubo horreum spes dono nouus largus amara que cura eluo efficax
576	4	12	0577	ad qui si propero gaudium cum tuus uelox merx uenio non ego tu meus immunis meditor tingo poculum plenus diues ut in domus
577	4	12	0578	uerum pono mora et studium lucrum niger que memor dum licet ignis misceo stultitia consilium breuis dulcis sum desipio in locus
578	4	13	0579	audio lyca deus meus uotum deus audio lyca fio anus et tamen uolo formosus uideo ludo que et bibo impudens et cantus tremulus poto cupido lentus sollicito ille uirens et doctus psallo chia pulcher excubo in gena
579	4	13	0580	importunus enim transuolo aridus quercus et refugio tu quia luridus dens tu quia ruga turpo et caput nix
580	4	13	0581	nec cous refero iam tu purpura nec carus lapis tempus qui semel notus condo fasti includo uolucer dies
581	4	13	0582	quo fugio uenus heu quo ue color decens quo motus
582	4	13	0583	quis habeo ille ille qui spiro amor qui ego surripio ego felix post cinara notus que et ars gratus facies
583	4	13	0584	sed cinara breuis annus fatum do seruo diu par cornix uetulus tempus lyca possum ut iuuenis uiso feruidus multus non sine risus dilabor in cinis fax
584	4	14	0585	quis cura pater quis ue quiris plenus honor munus tuus augustus uirtus in aeuum per titulus memor que fastus aeterno o qua sol habitabilis illustro ora magnus princeps qui lex expers latinus uindelici disco nuper quis mars possum
585	4	14	0586	miles nam tuus drusus genauni implacidus genus breuni que uelox et arx alpes impono tremendus deicio acer multum uicis simplex magnus nero mox grauis proelium committo immanis que raeti auspicium pello secundus specto in certamen martius deuoueo mors pectus liber quantus fatigo ruina indomitus prope qualis unda exerceo auster pleiades chorus scindo nubes impiger hostis uexo turma et fremo mitto equus medius per ignis
586	4	14	0587	sic tauriformis uoluo aufidus qui regnum daunus praefluo apulus cum saeuio horrendus que colo diluuies meditor ager ut barbarus claudius agmen ferratus uastus diruo impetus primus que et exter meto sterno humus sine clades uictor tu copia tu consilium et tuus praebeo diuus
587	4	14	0588	nam tu qui dies portus alexandria supplex et uacuus patefacio aula fortuna lustrum prosper tertius bellum secundus reddo exitus laus que et opto perago imperium decus arrogo
588	4	14	0589	tu cantaber non ante domabilis medus que et indus tu profugus scythes miror o tutela praesens italia domina que roma
589	4	14	0590	tu fons qui celo origo nilus que et hister tu rapidus tigris tu belluosus qui remotus obstrepo oceanus britanni tu non paueo funus gallia durus que tellus audio hiberia tu caedes gaudeo sugambri compono ueneror arma
590	4	15	0591	phoebus uolens proelium ego loquor uinco et urbs increpo lyra ne paruus tyrrhenus per aequor uelum do
591	4	15	0592	tuus caesar aetas frux et ager refero uber et signum noster restituo iuppiter deripio parthi superbus postis et uacuus duellum ianus quirinus claudo et ordo rectus euagor frenum licentia inicio emoueo que culpa et uetus reuoco ars per qui latinus nomen et italus cresco uis fama que et imperium porrigo maiestas ad ortus sol ab hesperius cubile
592	4	15	0593	custos res caesar non furor ciuilis aut uis exigo otium non ira qui procudo ensis et miser inimico urbs non qui profundus danubius bibo edictum rumpo iulius non getae non seres infidus que persae non tanais prope flumen orior nos que et profestus lux et sacer inter iocosus munus liber cum proles matrona que noster rite deus prius apprecor uirtus fungor mos pater dux lydus remisceo carmen tibia troia que et anchises et almus progenies uenus cano
