publish_date,headline_text,sentiment
406_3_14_407,lenio albesco animus capillus lis et rixa cupidus proteruus non ego hic fero calidus iuuenta consul plancus,0
407_3_15_408,uxor pauper ibycus tandem nequitia figo modus tuus famosus que labor maturus propior desino funus inter ludo uirgo et stella nebula spargo candidus,0
408_3_15_409,non si quis pholoe satis et tu chloris decet filia recte expugno iuuenis domus pello thyas ut concieo tympanum,1
409_3_15_410,ille cogo amor nothus lasciuus similis ludo caprea tu lana prope nobilis tondeo luceria non cithara decet nec flos purpureus rosa nec poto uetula faex tenus cadus,1
410_3_16_411,includo danae turris aeneus robustus que foris et uigil canis tristis excubiae munio satis nocturnus ab adulter si non acrisius uirgo abdo custos pauidus iuppiter et uenus rideo sum enim tutus iter et patens conuerto in pretium deus,1
411_3_16_412,aurum per medius eo satelles et perrumpo amo saxum potens ictus fulmineus concido augur argiuus domus ob lucrum demergo exitium diffindo urbs porta uir macedo et subruo aemulus rex munus munus nauis saeuus illaqueo dux,1
412_3_16_413,cresco sequor cura pecunia magnus que fames iure perhorresco late conspicuus tollo uertex maecenas eques decus,1
413_3_16_414,quanto quisque sui multus nego ab deus multus fero nihil cupio nudus castra peto et transfuga diues pars linquo gestio contemptus dominus splendidus res quam si quisquis aro impiger apulus occulto meus dico horreum magnus inter ops inops,1
414_3_16_415,purus riuus aqua silua que iugerum paucus et seges certus fides meus fulgeo imperium fertilis africa fallo sors beatus,1
415_3_16_416,quamquam nec calaber mel fero apis nec laestrygonius bacchus in amphora languesco ego nec pinguis gallicus cresco uellus pascuum importunus tamen pauperies absum nec si multus uolo tu do denego,0
416_3_16_417,contraho bene paruus cupido uectigal porrigo quam si mygdonius regnum alyattes campus continuo,1
417_3_16_418,multus peto desum multus bene sum qui deus offero parcus qui satis sum manus,1
418_3_17_419,aelius uetustus nobilis ab lamus quando et prior hinc lamia fero denomino et nepos per memor genus omnis fastus auctor ab ille duco origo qui formiae moenia dico princeps et inno marica litus teneo liris late tyrannus cras folium nemus multus et alga litus inutilis demitto tempestas ab eurus sterno aqua nisi fallo augur annosus cornix dum possum aridus compono lignum cras genius merum curo et porcus bimestris cum famulus opus solutus,1
419_3_18_420,faunus nympha fugio amator per meus finis et apricus rus lenis incedo abeo que paruus aequus alumnus si tener plenus cado haedus annus largus nec desum uenus sodalis uinum cratera uetus ara multus fumo odor,1
420_3_18_421,ludo herbosus pecus omnis campus cum tu nonae redeo december festus in pratum uaco otiosus cum bos pagus inter audax lupus erro agnus spargo agrestis tu silua frons gaudeo inuisus pello fossor ter pes terra,1
421_3_19_422,quantum disto ab inachus codrus pro patria non timidus morior narro et genus aeacus et pugno sacer bellum sub ilium quis chius pretium cadus mercor quis aqua tempero ignis quis praebeo domus et quotus paelignus careo frigus taceo,1
422_3_19_423,do luna propere nouus do nox medius do puer augur murena tres aut nouem misceo cyathus poculum commodus,1
423_3_19_424,qui musa amo impar ternus ter cyathus attonitus peto uates tres prohibeo supra rixa metuens tango gratia nudus iungo soror insanio iuuo cur berecyntius cesso flamen tibia,0
424_3_19_425,cur pendeo tacitus fistula cum lyra,1
425_3_19_426,parcens ego dextera odi spargo rosa,1
426_3_19_427,audio inuidus demens strepitus lycus et uicina senex non habilis lycus,0
427_3_19_428,spissus tu nitidus coma purus tu similis telephus uesper tempestiuus peto rhode ego lentus glycera torreo amor meus,1
428_3_20_429,non uideo quantus moueo periculum pyrrhus gaetulus catulus leaena,1
429_3_20_430,durus post paulo fugio inaudax proelium raptor cum per obsto iuuenis caterua eo insignis repeto nearchus grandis certamen tu praeda cedo magnus an ille,0
430_3_20_431,interim dum tu celer sagitta promo hic dens acuo timeo arbiter pugna pono nudus sub pes palma fero et lenis recreo uentus spargo odoratus humerus capillus qualis aut nireus sum aut aquosus rapio ab ida,1
431_3_21_432,o nascor ego cum consul manlius seu tu querela siue gero iocus seu rixa et insanus amor seu facilis pius testa somnus quicumque lego nomen massicum seruo moueo dignus bonus dies descendo coruinus iubeo promo languidus uinum,1
432_3_21_433,non ille quamquam socraticus madeo sermo tu negligo horridus narro et priscus cato saepe merum caleo uirtus,1
433_3_21_434,tu lenis tormentum ingenium admoueo plerumque durus tu sapiens cura et arcanus iocosus consilium retego lyaeus tu spes reduco mens anxius uis que et addo cornu pauper post tu neque iratus tremo rex apex neque miles arma,1
434_3_21_435,tu liber et si laetus assum uenus segnis que nodus soluo gratia uiuus que produco lucerna dum redeo fugo astrum phoebus,1
435_3_22_436,mons custos nemus que uirgo qui laboro uterus puella ter uoco audio adimo que letum diua triformis immineo uilla tuus pinus sum qui per exigo ego laetus annus uerres obliquus meditor ictus sanguis dono,1
436_3_23_437,caelum supinus si fero manus nascor luna rusticus phidyle si tus placo et hornus frux lar auidus que porca nec pestilens sentio africus fecundus uitis nec sterilis seges robigo aut dulcis alumnus pomifer grauis tempus annus,1
437_3_23_438,nam qui niualis pascor algidus deuoueo quercus inter et ilex aut cresco albanus in herba uictima pontifex securis ceruix tingo tu nihil attineo tento multus caedes bidens paruus corono marinus ros deus fragilis que myrtus,0
438_3_23_439,immunis ara si tango manus non sumptuosus blandus hostia mollio auersus penates far pius et salio mica,1
439_3_24_440,intactus opulentus thesaurus arabes et diues india caementum licet occupo terrenum omnis tuus et mare publicus si figo adamantinus superus uertex dirus necessitas clauus non animus metus non mors laqueus expedio caput,0
440_3_24_441,campester bene scythae qui plaustrum uagus rite traho domus uiuo et rigidus getae immetatus qui iugerum liber frux et ceres fero nec cultura placeo longus annuus defungor que labor aequalis recreo sors uicarius,1
441_3_24_442,illic mater careo priuignus mulier tempero innocens nec dotatus rego uir coniux nec nitidus fido adulter dos sum magnus parens uirtus et metuens alter uir certus foedus castitas et pecco nefas aut pretium sum morior,1
442_3_24_443,o quisquis uolo impius caedes et rabies tollo ciuicus si quaero pater urbs subscribo statua indomitus audeo refreno licentia clarus postgenitus quatenus heu nefas uirtus incolumis odi tollo ex oculus quaero inuidus,1
443_3_24_444,quis tristis querimonia si non supplicium culpa recido quis lex sine mos uanus proficio si neque feruidus pars includo calor mundus nec boreas finitimus latus duro que solum nix mercator abigo horridus callidus uinco aequor nauta magnus pauperies opprobrium iubeo quiuis et facio et patior uirtus que uia desero arduus,0
444_3_24_445,uel nos in capitolium quo clamor uoco et turba faueo uel nos in mare propior gemma et lapis aurum et inutilis superus materies malum mitto scelus si bene paeniteo,1
445_3_24_446,erado cupido prauus sum elementa et tener nimis mens asper formo studium,1
446_3_24_447,nescio equus rudis haereo ingenuus puer uenor que timeo ludo doctus seu graecus iubeo trochus seu malo ueto lex alea cum periurus pater fides consors socius fallo et hospes indignus que pecunia heres propero,1
447_3_24_448,scilicet improbus cresco diuitiae tamen curtus # nescioquis semper absum res,1
448_3_25_449,quo ego bacchus rapio tu plenus,1
449_3_25_450,quis nemus aut quis ago in specus uelox mens nouus,1
450_3_25_451,quis antrum egregius caesar audio aeternus meditor decus stella insero et consilium iuppiter,1
451_3_25_452,dico insignis recens adhuc indictus os alius,1
452_3_25_453,non secus in iugum exsomnis stupeo euhyas hebrus prospicio et nix candidus thraca ac pes barbarus lustro rhodope ut ego deuius ripa et uacuus nemus miror libet,1
453_3_25_454,o nais potens baccha que ualeo procerus manus uerto fraxinus nihil paruus aut humilis modus nihil mortalis loquor,1
454_3_25_455,dulcis periculum sum o lenaeus sequor deus cingo uiridis tempus pampinus,1
455_3_26_456,uiuo puella nuper idoneus et milito non sine gloria nunc arma defungor que bellum barbitos hic paries habeo laeuus marinus qui uenus latus custodio hic hic pono lucidus funale et uectis et arcus oppono foris minax,1
456_3_26_457,o qui beatus diua teneo cyprus et memphis careo sithonius nix regina sublimis flagellum tango chloe semel arrogo,1
457_3_27_458,impius parra recino omen duco et praegnans canis aut ab ager rauus decurro lupa lanuuinus fetus que uulpes rumpo et serpens iter instituo si per obliquum similis sagitta terreo mannus,1
458_3_27_459,ego qui timeo prouidus auspex antequam sto repeto palus imber diuinus auis immineo oscen coruus prex suscito sol ab ortus,1
459_3_27_460,sum licet felix ubicumque malo et memor nos galatea uiuo tu que nec laeuus ueto eo picus nec uagus cornix,1
460_3_27_461,sed uideo quantus trepido tumultus pronus orion,1
461_3_27_462,ego quis sum ater hadria nosco sinus et quis albus pecco iapyx,1
462_3_27_463,hostis uxor puer que caecus sentio motus orior auster et aequor niger fremitus et tremo uerber ripa,1
463_3_27_464,sic et europa niueus dolosus credo taurus latus et scateo bellua pontus medius que fraus palleo audax,1
464_3_27_465,nuper in pratum studiosus flos et debeo nympha opifex corona nox sublustris nihil astrum praeter uideo et unda,1
465_3_27_466,qui simul centum tango potens oppidum creta pater o relinquo filia nomen pietas que dico uinco furor,1
466_3_27_467,unde quo uenio,1
467_3_27_468,leuis unus mors sum uirgo culpa,0
468_3_27_469,uigilo ne ploro turpis commissum an uitium careo ludo imago uanus qui porta fugio eburneus somnium duco,1
469_3_27_470,bonus ne fluctus eo per longus sum an recens carpo flos,1
470_3_27_471,si quis infamis ego nunc iuuencus dedo irascor lacero ferrum et frango enitor modo multum amo cornu monstrum,1
471_3_27_472,impudens linquo patrius penates impudens orcus moror,1
472_3_27_473,o deus si quis hic audio utinam inter erro nudus leo antequam turpis macies decens occupo mala tener que sucus defluo praeda speciosus quaero pasco tigris,1
473_3_27_474,uilis europa pater urgeo absum quis morior cesso,0
474_3_27_475,possum hic ab ornus pendulus zona bene tu sequor laedo collum,1
475_3_27_476,siue tu rupes et acutus letum saxum delecto age tu procella credo uelox nisi herilis malo carpo pensum regius sanguis domina que trado barbarus pellex,1
476_3_27_477,assum queror perfidum rideo uenus et remitto filius arcus,1
477_3_27_478,mox ubi ludo satis abstineo dico ira calidus que rixa cum tu inuisus lacero reddo cornu taurus,1
478_3_27_479,uxor inuictus iuppiter sum nescio,1
479_3_27_480,mitto singultus bene fero magnus disco fortuna tuus seco orbis nomen duco,1
480_3_28_481,festus quis potis dies neptunus facio,1
481_3_28_482,promo recondo lyde strenuus caecubum munio que adhibeo uis sapientia,1
482_3_28_483,inclino meridies sentio et uelut sto uolucer dies parco deripio horreum cesso bibulus consul amphora,1
483_3_28_484,nos canto inuicem neptunus et uiridis nereis coma tu curuus recino lyra latona et celer spiculum cynthia superus carmen qui cnidus fulgens que teneo cyclas et paphus iungo uiso olor dico mereor nox quoque nenia,1
484_3_29_485,tyrrhenus rex progenies tu non ante uerto lenis merum cadus cum flos maecenas rosa et premo tuus balanus capillus iamdudum apud ego sum eripio tu mora ne semper udus tibur et aefula decliuis contemplor aruum et telegonus iugum parricida,1
485_3_29_486,fastidiosus desero copia et moles propinquus nubes arduus omitto miror beatus fumus et ops strepitus que roma,1
486_3_29_487,plerumque gratus diues uicis mundus que paruus sub lar pauper cena sine aulaeum et ostrum sollicitus explico frons,1
487_3_29_488,iam clarus occulo andromeda pater ostendo ignis iam procyon furo et stella uesanus leo sol dies refero siccus iam pastor umbra cum grex languidus riuus que fessus quaero et horridus dumetum siluanus careo que ripa uagus taciturnus uentus tu ciuitas quis decet status curo et urbs sollicitus timeo quis seres et regno cyrus bactra paro tanais que discors,1
488_3_29_489,prudens futurus tempus exitus caliginosus nox premo deus rideo que si mortalis ultra fas trepido,0
489_3_29_490,qui assum memini compono aequus cetera flumen ritus fero nunc medius alueus cum pax delabor etruscus in mare nunc lapis adedo stirps que rapio et pecus et domus uoluo una non sine mons clamor uicinus que silua cum ferus diluuies quietus irrito amnis,1
490_3_29_491,ille potens sui laetus que dego qui licet in dies dico uiuo,1
491_3_29_492,cras uel ater nubes polus pater occupo uel sol purus non tamen irritus quicumque retro sum efficio neque diffingo infectus que reddo qui fugio semel hora ueho,1
492_3_29_493,fortuna saeuus laetus negotium et ludus insolens ludo pertinax transmuto incertus honor nunc ego nunc alius benignus,0
493_3_29_494,laudo maneo si celer quatio penna resigno qui do et meus uirtus ego inuoluo probus que pauperies sine dos quaero,1
494_3_29_495,non sum meus si mugio africus malus procella ad miser prex decurro et uotum paciscor ne cyprius tyrius que merx addo auarus diuitiae mare tunc ego biremis praesidium scapha tutus per aegaeus tumultus aura fero geminus que pollux,0
495_3_30_496,exigo monumentum aes perennis regalis que situs pyramis altus qui non imber edax non aquilo impotens possum diruo aut innumerabilis annus series et fuga tempus,0
496_3_30_497,non omnis morior multus que pars ego uito libitina usque ego posterus cresco laus recens dum capitolium scando cum tacitus uirgo pontifex dico qua uiolens obstrepo aufidus et qua pauper aqua daunus agrestis regno populus ex humilis potens princeps aeolius carmen ad italus deduco modus,1
497_3_30_498,sumo superbia quaero meritum et ego delphicus laurus cingo uolens melpomene coma,1
498_4_1_499,intermitto uenus diu rursus bellum moueo,1
499_4_1_500,parco precor precor,1
500_4_1_501,non sum qualis sum bonus sub regnum cinara,1
501_4_1_502,desino dulcis mater saeuus cupido circa lustrum decem flecto mollis iam durus imperium abeo quo blandus iuuenis tu reuoco prex,1
502_4_1_503,tempestiue in domus paulus purpureus ales olor comissor maximus si torreo iecur quaero idoneus,1
503_4_1_504,namque et nobilis et decens et pro sollicitus non tacitus reus et centum puer ars late signum fero militia tuus et quandoque potens largus munus rideo aemulus albanus prope tu lacus pono marmoreus sub trabs citreus,1
504_4_1_505,illic multus naris duco tus lyra que et berecyntius delecto tibia misceo carmen non sine fistula illic bis puer dies numen cum tener uirgo tuus laudo pes candidus in mos salius ter quatio humus,1
505_4_1_506,ego nec femina nec puer iam nec spes animus credulus mutuus nec certo iuuo merum nec uincio nouus tempus flos,1
506_4_1_507,sed cur heu ligurinus cur mano rarus meus lacrima per gena,1
507_4_1_508,cur facundus parum decorus inter uerbum cado lingua silentium,1
508_4_1_509,nocturnus ego somnium iam capio teneo iam uolucer sequor tu per gramen martius campus tu per aqua durus uolubilis,1
509_4_2_510,pindarus quisquis studeo aemulor iullus cero ops daedaleus nitor penna uitreus do nomen pontus,1
510_4_2_511,mons decurro uelut amnis imber qui super notus alo ripa ferueo immensus que ruo profundus pindarus os laurea dono apollinaris seu per audax nouus dithyrambus uerbum deuoluo numerus que fero lex solutus seu deus rex que cano deus sanguis per qui cado iustus mors centaurus cado tremendus flamma chimaera siue qui eleus domus reduco palma caelestis pugil ue equus ue dico et centum potis signum munus dono flebilis sponsa iuuenis ue rapio ploro et uis animus que mos que aureus educo in astrum niger que inuideo orcus,1
511_4_2_512,multus dircaeus leuo aura cycnus tendo antonius quotiens in altus nubes tractus ego apis matinus mos modus que gratus carpo thymum per labor multus circa nemus uuidus que tibur ripa operosus paruus carmen fingo,1
512_4_2_513,concino magnus poeta plectrum caesar quandoque traho ferox per sacer cliuus meritus decorus frons sugambri qui nihil magnus bonus ue terra fatum dono bonus que diuus nec do quamuis redeo in aurum tempus priscus concino laetus que dies et urbs publicus ludus super impetro fortis augustus reditus forum que lis orbus,1
513_4_2_514,tum meus si quis loquor audio uox accedo bonus pars et o sol pulcher o laudo cano recipio caesar felix,1
514_4_2_515,tu que dum procedo io triumphus non semel dico io triumphus ciuitas omnis do que diuus tus benignus,1
515_4_2_516,tu decem taurus totidem que uacca ego tener soluo uitulus relinquo mater qui largus iuuenesco herba in meus uotum frons curuo imitor ignis tertius luna refero ortus qua nota duco niueus uideo cetera fuluus,1
516_4_3_517,qui tu melpomene semel nascor placidus lumen uideo ille non labor isthmius claro pugil non equus impiger currus duco achaicus uictor neque res bellicus delius orno folium dux quod rex tumidus contundo minae ostendo capitolium sed qui tibur aqua fertilis praefluo et spissus nemus coma fingo aeolius carmen nobilis,1
517_4_3_518,roma princeps urbs dignor suboles inter amabilis uates pono ego chorus et iam dens parum mordeo inuidus,1
518_4_3_519,o testudo aureus dulcis qui strepitus pieris tempero o mutus quoque piscis dono cycnus si libet sonus totus munus hic tuus sum quod monstro digitus praetereo romanus fidicen lyra quod spiro et placeo si placeo tuus sum,1
519_4_4_520,qualis minister fulmen ales qui rex deus regnum in auis uagus permitto experior fidelis iuppiter in ganymedes flauus olim iuuentas et patrius uigor nidus labor propello inscius uernus que iam nimbus remoueo insolitus doceo nisus uentus paueo mox in ouile demitto hostis uiuidus impetus nunc in reluctor draco ago amor daps atque pugna qualis ue laetus caprea pascuum intentus fuluus mater ab uber iam lac depello leo dens nouus pereo uideo uideo raeti bellum sub alpes drusus gero uindelici qui mos unde deduco per omnis tempus amazonius securis dextera obarmo quaero differo nec scio fas sum omnis sed diu late que uictrix caterua consilium iuuenis reuinco sentio quis mens rite quis indoles nutrio faustus sub penetrale possum quis augustus paternus in puer animus nero,1
520_4_4_521,fortis creo fortis et boni sum in iuuencus sum in equus pater uirtus neque imbellis ferox progenero aquila columba,1
521_4_4_522,doctrina sed uis promoueo insitus rectum que cultus pectus roboro utcumque deficio mos indecoro bene natus culpa,0
522_4_4_523,quis debeo o roma nero testis metaurum flumen et hasdrubal deuinco et pulcher fugo ille dies latium tenebrae qui primus almus rideo adorea dirus per urbs afer ut italus ceu flamma per taeda uel eurus per siculus equito unda,1
523_4_4_524,post hic secundus usque labor romanus pubes cresco et impius uasto poeni tumultus fanum deus habeo rectus dico que tandem perfidus hannibal ceruus lupus praeda rapax sector ultro qui opimus fallo et effugio sum triumphus,0
524_4_4_525,gens qui cremo fortis ab ilium iacto tuscus aequor sacrum natus que maturus que pater perfero ausonius ad urbs durus ut ilex tondeo bipennis niger ferax frons in algidus per damnum per caedes ab ipse duco ops animus que ferrum,1
525_4_4_526,non hydra seco corpus firmus uinco doleo cresco in hercules monstrum ue submitto colchi magnus echionius ue thebae,1
526_4_4_527,merso profundum pulcher euenio luctor multus proruo integer cum laus uictor gero que proelium coniux loquor,1
527_4_4_528,carthago iam non ego nuntius mitto superbus occido occido spes omnis et fortuna noster nomen hasdrubal interimo,1
528_4_4_529,nihil claudius non perficio manus qui et benignus numen iuppiter defendo et cura sagax expedio per acutum bellum,1
529_4_5_530,diuus orior bonus bonus romulus custos gens absum iam nimium diu maturus reditus polliceor pater sanctus concilium redeo,1
530_4_5_531,lux reddo tuus dux bonus patria,1
531_4_5_532,instar uer enim uultus ubi tuus affulgeo populus gratus eo dies et sol bene niteo,1
532_4_5_533,ut mater iuuenis qui notus inuidus flatus carpathius trans mare aequor cunctor spatium longe annuus dulcis distineo ab domus uotum omen que et prex uoco curuus nec facies litus dimoueo sic desiderium ico fidelis quaero patria caesar,1
533_4_5_534,tutus bos etenim rus perambulo nutrio rus ceres almus que faustitas pacatus uolito per mare nauta culpo metuo fides nullus polluo castus domus stuprum mos et lex maculosus edomo nefas laudo similis proles puerpera culpa poena premo comes,1
534_4_5_535,quis parthus paueo quis gelidus scythes quis germania qui horridus parturio fetus incolumis caesar,1
535_4_5_536,quis ferus bellum curo hiberia,0
536_4_5_537,condo quisque dies collis in suus et uitis uiduus duco ad arbor hinc ad uinum redeo laetus et alter tu mensa adhibeo deus,1
537_4_5_538,tu multus prex tu prosequor merum defundo patera et lar tuus misceo numen ut graecia castor et magnus memor hercules,1
538_4_5_539,longus o utinam dux bonus feriae praesto hesperia dico integer siccus mane dies dico uuidus cum sol oceanus subsum,1
539_4_6_540,diuus qui proles niobeus magnus uindex lingua tityus que raptor sentio et troia prope uictor altus phthius achilles ceteri magnus tu miles impar filius quamuis thetis marinus dardanus turris quatio tremo cuspis pugnax ille mordax uelut ico ferrum pinus aut impello cupressus eurus procido late pono que collum in puluis teucer ille non includo equus minerua sacrum mentior male feriatus troes et laetus priamus chorea fallo aula sed palam capio grauis heu nefas heu nescius for puer achiuus uro flamma etiam lateo mater in aluus ni tuus flecto uenus que gratus uox diuus pater annuo res aeneas potis duco ales murus doctor argutus fidicen thalia phoebus qui xanthus lauo amnis crinis daunius defendo decus camena leuis agyieus,1
540_4_6_541,spiritus phoebus ego phoebus ars carmen nomen que do poeta uirgo primus puer que clarus pater orior delius tutela dea fugax lynx et ceruus cohibeo arcus lesbius seruo pes meus que pollex ictus rite latona puer cano rite cresco fax noctiluca prosper frux celer que pronus uoluo mensis,1
541_4_6_542,nubo iam dico ego deus amicus saeculum festus refero lux reddo carmen docilis modus uates horatius,1
542_4_7_543,diffugio nix redeo iam gramen campus arbor que coma muto terra uicis et decresco ripa flumen praetereo,1
543_4_7_544,gratia cum nympha geminus que soror audeo duco nudus chorus,1
544_4_7_545,immortalis ne spero moneo annus et almus qui rapio hora dies,1
545_4_7_546,frigus mitesco zephyrus uer protero aestas intereo simul pomifer autumnus frux effundo et mox bruma recurro iners,1
546_4_7_547,damnum tamen celer reparo caelestis luna nos ubi decido quo pius aeneas qui diues tullus et ancus puluis et umbra sum,1
547_4_7_548,quis scio an adicio hodiernus crastinus summa tempus deus superus,1
548_4_7_549,cunctus manus auidus fugio heres amicus qui do animus,1
549_4_7_550,cum semel occido et de tu splendidus minos facio arbitrium non torquatus genus non tu facundia non tu restituo pietas,1
550_4_7_551,infernus neque enim tenebrae diana pudicus libero hippolytus nec lethaeus ualeo theseus abrumpo carus uinculum pirithous,1
551_4_8_552,dono patera gratus que commodus censorinus meus aes sodalis dono tripus praemium fortis graii neque tu malus munus fero diues ego scilicet ars qui aut parrhasius profero aut scopas hic saxum liquidus ille color sollers nunc homo pono nunc deus,1
552_4_8_553,sed non hic ego uis nec tu talis res sum aut animus delicia egens gaudeo carmen carmen possum dono et pretium dico munus,1
553_4_8_554,non incido nota marmor publicus per qui spiritus et uita redeo bonus post mors dux non celer fuga reicio que retrorsum hannibal minae non incendium carthago impius is qui domo nomen ab africa lucror redeo clare indico laus quam calaber pierides neque si charta sileo qui bene facio merces fero,1
554_4_8_555,quis sum ilia mauors que puer si taciturnitas obsto meritum inuidus romulus,1
555_4_8_556,eripio stygius fluctus aeacus uirtus et fauor et lingua potens uates diues consecro insula,1
556_4_8_557,dignus laus uir musa ueto morior caelum musa beo,1
557_4_8_558,sic iuppiter intersum opto epulae impiger hercules clarus tyndaridae sidus ab inferus quassus eripio aequor ratis ornatus uiridis tempus pampinus liber uotum bonus duco ad exitus,1
558_4_9_559,ne forte credo intereo qui longe sono nascor ad aufidus non ante uulgo per ars uerbum loquor socio chorda non si prior maeonius teneo sedes homerus pindaricus lateo ceus que et alcaeus minax stesichorus que grauis camenae nec si quis olim ludo anacreon deleo aetas spiro adhuc amor uiuo que committo calor aeolius fides puella,1
559_4_9_560,non solus como ardeo adulter crinis et aurum uestis illino miror regalis que cultus et comes helena lacaenus primus ue teucer telum cydonius dirigo arcus non semel ilios uexo non pugno ingens idomeneus sthenelus ue solus dico musa proelium non ferox hector uel acer deiphobus grauis excipio ictus pro pudicus coniux puer que primus,1
560_4_9_561,uiuo fortis ante agamemnon multus sed omnis illacrimabilis urgeo ignotus que longus nox careo quia uates sacer,1
561_4_9_562,paulum sepelio disto inertia celo uirtus,1
562_4_9_563,non ego tu meus charta inornatus sileo tot ue tuus patior labor impune lollius carpo liuidus obliuio sum animus tu res que prudens et secundus tempus dubius que rectus uindex auarus fraus et abstineo duco ad sui cunctus pecunia consul que non unus annus sed quotiens bonus atque fidus iudex honestum praefero utilis reicio altus donum nocens uultus per obsto caterua explico suus uictor arma,0
563_4_9_564,non possideo multus uoco recte beatus recte occupo nomen beatus qui deus munus sapienter utor durus que calleo pauperies patior malus que letum flagitium timeo non ille pro carus amicus aut patria timidus pereo,1
564_4_10_565,o crudelis adhuc et uenus munus potens insperatus tuus cum uenio pluma superbia et qui nunc humerus inuolito decido coma nunc et qui color sum puniceus flos prior rosa muto ligurinus in facies uerto hispidus dico heu quotiens tu speculum uideo alter qui mens sum hodie cur idem non puer sum uel cur hic animus incolumis non redeo gena,1
565_4_11_566,sum ego nonus superans annus plenus albanum cadus sum in hortus phyllis necto apium corona sum hedera uis multus qui crinis religo fulgo rideo argentum domus ara castus uincio uerbena aueo immolo spargo agnus cunctus festino manus huc et illuc cursito misceo puer puella sordidus flamma trepido roto uertex fumus,1
566_4_11_567,ut tamen nosco qui aduoco gaudium idus tu sum ago qui dies mensis uenus marinus findo aprilis iure sollemnis ego sanctus que paene natalis proprius quod ex hic lux maecenas meus affluo ordino annus,1
567_4_11_568,telephus qui tu peto occupo non tuus sors iuuenis puella diues et lasciuus teneo que gratus compes uincio,1
568_4_11_569,terreo amburo phaethon auarus spes et exemplum grauis praebeo ales pegasus terrenus eques grauor bellerophontes semper ut tu dignus sequor et ultra quam licet spero nefas puto dispar uito,1
569_4_11_570,age iam meus finis amor non enim posthac alius caleo femina condisco modus amo uox qui reddo minuo ater carmen cura,1
570_4_12_571,iam uer comes qui mare tempero impello anima linteum thracius iam nec pratum rigeo nec fluuius strepo hibernus nix turgidus,1
571_4_12_572,nidus pono itys flebiliter gemo infelix auis et cecropius domus aeternus opprobrium quod male barbarus rex _sum ulciscor libido,1
572_4_12_573,dico in tener gramen pinguis custos ouis carmen fistula delecto que deus qui pecus et niger collis arcadia placeo,1
573_4_12_574,adduco sitis tempus uergilius,0
574_4_12_575,sed premo cales duco liber si gestio iuuenis nobilis cliens nardus uinum mereor,1
575_4_12_576,nardus paruus onyx elicio cadus qui nunc sulpicius accubo horreum spes dono nouus largus amara que cura eluo efficax,1
576_4_12_577,ad qui si propero gaudium cum tuus uelox merx uenio non ego tu meus immunis meditor tingo poculum plenus diues ut in domus,1
577_4_12_578,uerum pono mora et studium lucrum niger que memor dum licet ignis misceo stultitia consilium breuis dulcis sum desipio in locus,1
578_4_13_579,audio lyca deus meus uotum deus audio lyca fio anus et tamen uolo formosus uideo ludo que et bibo impudens et cantus tremulus poto cupido lentus sollicito ille uirens et doctus psallo chia pulcher excubo in gena,1
579_4_13_580,importunus enim transuolo aridus quercus et refugio tu quia luridus dens tu quia ruga turpo et caput nix,0
580_4_13_581,nec cous refero iam tu purpura nec carus lapis tempus qui semel notus condo fasti includo uolucer dies,1
581_4_13_582,quo fugio uenus heu quo ue color decens quo motus,1
582_4_13_583,quis habeo ille ille qui spiro amor qui ego surripio ego felix post cinara notus que et ars gratus facies,1
583_4_13_584,sed cinara breuis annus fatum do seruo diu par cornix uetulus tempus lyca possum ut iuuenis uiso feruidus multus non sine risus dilabor in cinis fax,0
584_4_14_585,quis cura pater quis ue quiris plenus honor munus tuus augustus uirtus in aeuum per titulus memor que fastus aeterno o qua sol habitabilis illustro ora magnus princeps qui lex expers latinus uindelici disco nuper quis mars possum,1
585_4_14_586,miles nam tuus drusus genauni implacidus genus breuni que uelox et arx alpes impono tremendus deicio acer multum uicis simplex magnus nero mox grauis proelium committo immanis que raeti auspicium pello secundus specto in certamen martius deuoueo mors pectus liber quantus fatigo ruina indomitus prope qualis unda exerceo auster pleiades chorus scindo nubes impiger hostis uexo turma et fremo mitto equus medius per ignis,1
586_4_14_587,sic tauriformis uoluo aufidus qui regnum daunus praefluo apulus cum saeuio horrendus que colo diluuies meditor ager ut barbarus claudius agmen ferratus uastus diruo impetus primus que et exter meto sterno humus sine clades uictor tu copia tu consilium et tuus praebeo diuus,1
587_4_14_588,nam tu qui dies portus alexandria supplex et uacuus patefacio aula fortuna lustrum prosper tertius bellum secundus reddo exitus laus que et opto perago imperium decus arrogo,1
588_4_14_589,tu cantaber non ante domabilis medus que et indus tu profugus scythes miror o tutela praesens italia domina que roma,1
589_4_14_590,tu fons qui celo origo nilus que et hister tu rapidus tigris tu belluosus qui remotus obstrepo oceanus britanni tu non paueo funus gallia durus que tellus audio hiberia tu caedes gaudeo sugambri compono ueneror arma,0
590_4_15_591,phoebus uolens proelium ego loquor uinco et urbs increpo lyra ne paruus tyrrhenus per aequor uelum do,1
591_4_15_592,tuus caesar aetas frux et ager refero uber et signum noster restituo iuppiter deripio parthi superbus postis et uacuus duellum ianus quirinus claudo et ordo rectus euagor frenum licentia inicio emoueo que culpa et uetus reuoco ars per qui latinus nomen et italus cresco uis fama que et imperium porrigo maiestas ad ortus sol ab hesperius cubile,1
